QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	3.373063	-76.531011	583.959961	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372370	-76.531957	10.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372319	-76.531865	10.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372264	-76.531970	10.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372366	-76.531960	10.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372467	-76.531951	10.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372533	-76.531674	10.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372296	-76.531067	10.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372489	-76.531047	10.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372682	-76.531026	10.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	3.372876	-76.531006	10.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	3.373069	-76.530985	10.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	3.371970	-76.534474	10.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	3.371970	-76.534474	10.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	3.371938	-76.533809	10.000000	1
